"Branch","Executive Name","Visted Date","Customer Group","Potential Qnty","Mode Of Contact","Item Group","Notes/Remarks","Creation Date","Date of Update"
"Chennai","CHANDRASEKARAN.A","2014-07-08 00:00:00","AKASH POLY PACK","0","Visit","TOLUENE","Meet MS.Sujitha regarding order & payment followup  collected paymnet","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-08 00:00:00","MUSASHI PAINT INDIA PRIVATE LIMITED","0","Visit","DIACETONE ALCOHOL","Meet Ms.Lavanya regarding order followup customer will give next week & our Iso Butyl Acetate Barrels tamge","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-08 00:00:00","WABCO INDIA LIMITED","0","Visit","ISOPAR M","Meet Mr.Arul Varatharajan regarding order followup & given sample Isopar M","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-08 00:00:00","TIMKEN INDIA LIMITED","0","Visit","ISOPAR L","Meet Mr.Rajan regarding payment followup customer said he will check & update evening","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-08 00:00:00","NUTRICON ANIMAL HEALTH CARE","0","Visit","FORMIC ACID","Meet MR.Krishnan regarding New customer convert customer using Acetic Acid-100kg & Formic Acid-100kgs customer manifacture animal health food customer need take time","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-08 00:00:00","UCAL FUEL SYSTEMS LTD","0","Visit","ISOPAR L","Meet Mr.Manikandan regarding Isopar L customer will tell next week","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-08 00:00:00","CARBORUNDUM UNIVERSAL LIMITED","0","Visit","PHENOL","Went order followup but office was leave","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-09 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","MIX XYLENE","Meet Ms.Sujatha regarding MX order followup customer said dont have reqirement this month","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-09 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Meet Mr.Srikath regarding order followup & get 5 barrels IPA","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-09 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Meet Ms.jayalakshmi regarding payment followup collected cheque","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-09 00:00:00","APOLLO SEALS CO","0","Visit","TOLUENE","Meet Mr.Akbar regarding order followup if customer have reqirement they will call us","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-09 00:00:00","CLARION COSMETICS PVT LTD","0","Visit","","Meet Mr.Rajesh regaarding New customer convert need visit monday","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-09 00:00:00","ICA SPECIALITIES","0","Visit","TOLUENE","Meet Ms.Jaya regarding regading order followup customer said they will call us","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-09 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Meet Ms.Anathi regarding order & PDC followup collected pdc","2014-07-17",""
"Chennai","CHANDRASEKARAN.A","2014-07-10 00:00:00","BIO TECH BAG INDIA PVT LTD","0","Visit","N-BUTANOL","Meet Ms.Jaya regarding New customer need meet Mr.Jayaram purchase person","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-10 00:00:00","ARLE CHEMIS","0","Visit","HYDROGEN PEROXIDE","Meet Ms.Julie regarding order followup  when reqirement available customer will call us","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-10 00:00:00","TRICHY DISTILLERIES & CHEMICLAS LTD.","0","Visit","ACETIC ACID","Meet Mr.Sriram regarding C-Forms  need change Invoice date when it will ready they will call us","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-10 00:00:00","KSMS EXPORT","0","Visit","HEXANE","Meet Mr.Babu regarding new customer convert given offer hexane 300+VAT","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-10 00:00:00","STEDMAN PHARMACEUTICALS PVT. LTD.,","0","Visit","ISOPROPYL ALCOHOL","Meet Mr.Durairaj regarding order followup customer said they getting IPA 125++ Deepak material","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-11 00:00:00","STANDARD PLASTIC","0","Visit","N-BUTANOL","Meet Mr.Ram Regarding order fNew customer convert customer need 30 Days PDC","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-11 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Meet Ms.Anadhi regarding order & payment followup customer will give next week & collected PDC","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-11 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","ACETIC ACID","Meet Ms.Anuratha Regarding order followup customer not interst take materail from us she said if they have requirement customer will call us","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-11 00:00:00","FLAMAGAS INDIA PVT LTD.","0","Visit","CYCLOHEXANONE","Meet Mr.venkatesh regariding payment followup customer will give next week","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-11 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Babu regarding payment followup collected 3.5lacks & remding on monday","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-11 00:00:00","AGNI SOLDERS","0","Visit","EXXSOL D40","Went for payment followup Mr.Sriram went early out side unble to meet contact person","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","CIJ JETINKS INDUSTRY","0","Visit","METHYL ETHYL KETONE","Meet Mr.Jayaraman regarding order & EUC followup collected EUC & customer need sell barrel 6","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","CRYSTAL PESTICIDE INDUSTRY","0","Visit","CYCLOHEXANONE","Meet Mr.ramesh Babu regarding New customer customer our old customer customer need 90days credit MX,NBA,C9","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","SOFTGEL HEALTH CARE PRIVATE LTD","0","Visit","ACETONE","Went for order followup Mr.Preamkumar regarding order followup he was in meeting come on next week","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","FLAMAGAS INDIA PVT LTD.","0","Visit","CYCLOHEXANONE","Meet Mr.Prakash regarding payment followup customer will give next week","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","AGNI SOLDERS","0","Visit","ISOPROPYL ALCOHOL","Meet Mr.Srikanth regarding payment followup collected 42thousand & order followup Exxsol d40 customer will give next week","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","CLARION COSMEDICS PRIVATE LTD","0","Visit","","Meet Mr.Rajesh regarding  Newcustomer convert Need meet ms.Kalaiselvi in alathur","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","QUALITY WATER MANAGEMENT SYSTEMS PRIVATE LTD","0","Visit","","Meet Ms.Vidaya regarding new customer convert but Mr.Ramakrishnan not availble he said come on wednesday","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Babu regarding payment followup collected 19lacks & customer dont need MDC china Make","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","ICA SPECIALITIES","0","Visit","TOLUENE","Meet Ms.Jaya regarding EUC & order followup collected EUC & while unload material broken chair customer was complint with us","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","SATHAYM STEEL ROOF STRUCTRE PVT LTD","0","Visit","","Meet Ms.Mahalakshmi regarding New cust","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-14 00:00:00","MADRAS DIAMOND TOOLS,","0","Visit","METHYL ETHYL KETONE","Meet Mr.Balakrishanan regarding order & EUC followup  one brl Acetone &EUC will get 2mrow","2014-07-14",""
"Chennai","CHANDRASEKARAN.A","2014-07-15 00:00:00","FOURRTS PHARAMA PRIVATE LTD","0","Visit","ISOPROPYL ALCOHOL","Meet Mr.ganesan regarding order followup customer not interst speak with me","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-15 00:00:00","MOLECULES DRUGS & RESEACH LABORATORY PRIVATE LIMITED","0","Visit","ACETONE","Meet Mr.Ganavel regarding New customer customer need IPA,Acetone,THF,Hexane,Ethyl Acetate & Butyl Acetate given price customer need best price & customer ready take advance payment","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-15 00:00:00","ATALS INSULATION","0","Visit","TOLUENE","Went new customer covert customer Mr.Jayaprakash not available","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-15 00:00:00","KSMS EXPORT","0","Visit","HEXANE","Meet Mr.Babu regarding order followup customer need conform with his manager regarding Affitavit","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-15 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Prabakaran regarding payment followup customer willrlse next week","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-15 00:00:00","VCARE PHARCOS","0","Visit","HYDROGEN PEROXIDE","Meet Mr.Dhanasekara regarding payment followup customer will give tommerrow","2014-07-15",""
"Chennai","CHANDRASEKARAN.A","2014-07-16 00:00:00","TIMKEN INDIA MANUFACTURING PVT LTD","0","Visit","ISOPAR L","Meet Mr.Rajan regarding payment followup customer after 4.30PM","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-16 00:00:00","UCAL FUEL SYSTEMS LTD","0","Visit","ISOPAR L","Meet Mr.Manikandan regarding order followup customer have requirement month end only","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-16 00:00:00","MUSASHI PAINT INDIA PRIVATE LIMITED","0","Visit","ETHYL ACETATE","Meet Ms.Lavanya regarding order followup & Collected EUC also","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-16 00:00:00","FREINS ENGINEERING LTD. A/C. M/S BRAKES INDIA LTD","0","Visit","METHYL ETHYL KETONE","Meet Mr.Senthil & Micle regarding order followup customer need Each 30litter bcz customer have licence only 30 litter","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-16 00:00:00","SPILCARE-O METACLEN PVT LTD","0","Visit","MONO PROPYLENE GLYCOL","Meet Mr.Nitin Khanna regarding new customer convert customer dont need ethyl celloslove bcz customer already Indian Glycol ECS,customer need PG USP offer by 30 days open credit","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-16 00:00:00","ANUPTOOL INDUSTRIE","0","Visit","","Meet Ms.Sivaranjini regarding new customer convert but they dont use any chemicals & customer doing Fabirication work","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-16 00:00:00","ATC CHEMICALS INDIA PVT.LTD","0","Visit","PHENOL","Meet Ms.Oviya regarding order followup & customer last PHENOL supply also short 50kgs customer need immediate clear credit note","2014-07-16",""
"Chennai","CHANDRASEKARAN.A","2014-07-17 00:00:00","FLAMAGAS INDIA PVT LTD.","1","Visit","CYCLOHEXANONE","Meet Mr.Prakash regarding payment followup customer will send next week one bill","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-17 00:00:00","AKASH POLY PACK","1","Visit","TOLUENE","Meet Ms.Sujitha regarding order followup customer will give next week","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-17 00:00:00","SOFTGEL HEALTH CARE PRIVATE LTD","1","Visit","ACETONE","Meet Mr.Pream Kumar regarding order followup customer said if customer have requirement customer will call us","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-17 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","10","Visit","TOLUENE DIISOCYANATE","Meet Mr.Krishnan regarding payment followup customer will give 2mrow","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-17 00:00:00","CORI ENGINEERS PRIVATE LTD","1","Visit","TOLUENE","Meet Mr.Ravi regarding order followup customer will give next week only","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-17 00:00:00","NEEM BIOTECH INDIA PRIVATE LIMITED","0.03","Visit","ACETONE","Meet Mr.Mahendarn regarding new customer convert customer need small pack next month first week only","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-18 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0.89","Visit","TOLUENE","Meet Mr.Sriram regading order & payment followup collected 0.78lacks","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-18 00:00:00","ICA SPECIALITIES","0.356","Visit","BUTYL ACETATE","Meet Ms.Jaya regarding order followup customer collcted BA 107++","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-18 00:00:00","NUTECH AUTO PRODUCTS","0.32","Visit","MIX XYLENE","Meet Ms.Kalaiselvi regarding order & payment followup collected 2barrels of Mx 97++","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-18 00:00:00","ATC CHEMICALS INDIA PVT.LTD","10","Visit","PHENOL","Meet Ms.Oviya regarding order & payment followup customer will send payment as per due date purchase manager on leave need visit on monday","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-18 00:00:00","EAU CHEMICAL (MFG) PVT.LTD.","1","Visit","ACETIC ACID","Meet Mr.Manikandan regading order followup customer said need meet Ms.Kalpana Vijayabaskar next week","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-18 00:00:00","CIJ JETINKS INDUSTRY","0.32","Visit","ACETONE","Meet Mr.Jayaram regarding order followup customer dont have requirement now customer will call us","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-19 00:00:00","AGNI SOLDERS","0.32","Visit","EXXSOL D40","Meet Mr.Srikanth regarding order followup & collected 2brl D40 110++","2014-08-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-19 00:00:00","MADRAS DIAMOND TOOLS,","0.166","Visit","METHYL ETHYL KETONE","Meet Mr.Balakrishnan regarding order & EUC collected EUC and order will given next week","2014-08-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-19 00:00:00","NUTECH AUTO PRODUCTS","0.356","Visit","MIX XYLENE","Meet Ms.Kalaiselvi regarding order payment followup collected advance payment cheque","2014-08-02",""
"Chennai","CHANDRASEKARAN.A","2014-07-21 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","1","Visit","HEXANE","mEET mS.sARATHA REGARDING ORDER&EUC FOLLOWUP EUC COLLECTED","2014-08-26",""
"Chennai","CHANDRASEKARAN.A","2014-07-21 00:00:00","CLARION COSMEDICS PRIVATE LTD","5","Visit","DIPROPYLENE GLYCOL","Went for New customer convert but customer not given appoinment","2014-08-26",""
"Chennai","CHANDRASEKARAN.A","2014-07-21 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","50","Visit","TOLUENE DIISOCYANATE","Meet Mr.Krishnan regarding order & payment followup customer one payment has been colleted","2014-08-26",""
"Chennai","CHANDRASEKARAN.A","2014-07-21 00:00:00","SENDHUR SURFACE COATINGS","0.18","Visit","ETHYL CELLOSOLVE","Meet MrSenthil regarding order followup customer will give next week","2014-08-26",""
"Chennai","CHANDRASEKARAN.A","2014-07-21 00:00:00","AMRUTANJAN GROUP","1","Visit","HEXANE","Meet Mr.Chandrasekar regarding order followup customer will give when they have requirement","2014-08-26",""
"Chennai","CHANDRASEKARAN.A","2014-07-21 00:00:00","NURAY CHEMICALS PVT LTD","1","Visit","TOLUENE","Meet Mr.Palanivel regarding order followup customer will customer give next week","2014-08-26",""
"Chennai","CHANDRASEKARAN.A","2014-07-22 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0.89","Visit","BUTYL CELLOSOLVE","Meet Ms.Logeswari regarding order followup  collected 2barrls","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-22 00:00:00","AMRUTANJAN GROUP","1","Visit","ACETONE","Meet Mr.Rajendran regarding Re-entry customer they stoped fine chemical Department currently they dont  have requirement now","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-22 00:00:00","SRI RAAGAVENDRA INDUSTRIAL GASES P LTD","1","Visit","ACETONE","Meet ms.Revathi regaing order followup customer will have problem when they get liceence they will get 3mt acetone","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-22 00:00:00","KSMS EXPORT","0.005","Visit","HEXANE","Meet.Rajaram regarding New customer convert customer will send Affidavit next week","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-22 00:00:00","MOLICULR DRUGS INDIA PVT LTD","2","Visit","ETHYL ACETATE","Meet Mr.Ganavel regarding New customer convert they have said there reqire ment going to start next month first week only","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-22 00:00:00","LOTUSON ORGANICS","0.2","Visit","DEG","Meet Mr.Raja regarding New customer convert they have need  offer & Make","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-23 00:00:00","NURAY CHEMICALS PVT LTD","5","Visit","ACETONE","Visit with Mr.Sondarrajan regarding order followup customer has given  VQ need to fill & submmit within this month Acetic Acid,Acetone,Heptane,Ethyl Acetate & Basf","2014-08-23",""
"Chennai","CHANDRASEKARAN.A","2014-07-28 00:00:00","AGNI SOLDERS","1","Visit","ISOPROPYL ALCOHOL","Meet Mr.Srikanth regarding payment followup customer will give 2mrow & collected 5barrels IPA","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-28 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","1","Visit","TOLUENE","Meet Ms.Logeswari regarding order & payment followup customer will give order next month 1st week & paymnt will get 3rd aug","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-28 00:00:00","ICA SPECIALITIES","0.5","Visit","TOLUENE","Meet Ms.Jaya regarding order followup & collected 2barrels Toluene","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-28 00:00:00","THIN CHEMIE FORMULATIONS.,","0.32","Visit","MIX XYLENE","Meet Mr.Narasimman regarding D40 order followup customer need check Sample first with flash paoint","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-28 00:00:00","THIRU AROORAN SUGARS LTD","10","Visit","PHOSPHORIC ACID","Meet Mr.Prbhakaran regarding paymnet followup customer said come on next month first week","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-28 00:00:00","STEDMAN PHARMACEUTICALS PVT. LTD.,","0.2","Visit","MONO PROPYLENE GLYCOL",".Meet Mr.durairaj regarding order followup customer will give order next month","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-30 00:00:00","SATHYAM STEEL ROOF STACURE PRIVATE LIMITED","1","Visit","","Meet Ms.Mahalakshmi regarding New customer convert but they dont use chemicals","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-30 00:00:00","ADDUCO ENGINEERING SOLUTIONS PVT LTD","1","Visit","EXXSOL D 40","Meet Mr.Loganathan regading payment followup customer will clear they payment next week","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-30 00:00:00","GLITTER COATS","1","Visit","MIX XYLENE","Went new customer meet Mr.Manavalan regading new customer convert give price Toluene 93++ for immeditate payment but he need 90days credit","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-30 00:00:00","CIJ JETINKS INDUSTRY","1","Visit","METHYL ETHYL KETONE","Meet Mr.Jayaram regarding order followup custromer dont have require ment now customer need do business with retanble barrels","2014-08-27",""
"Chennai","CHANDRASEKARAN.A","2014-07-30 00:00:00","ATC CHEMICALS INDIA PVT.LTD","10","Visit","PHENOL","Meet Ms.Oviya regading order followup MEA & DEA they have getting huge different from our compiter","2014-08-27",""
